date,ret_equity,ret_bond,ret_commodity
2018-01-01,-0.004131499377228885,0.002324089333578523,-0.0023385423615946937
2018-01-02,-0.014096460857214183,0.00042738582987571135,-0.006564962156005095
2018-01-03,-0.0168638484119232,-0.0002139223647795538,-0.0007045309576251746
2018-01-04,-0.004070757257059749,-0.0009053625421238179,-0.004535980640496295
2018-01-05,0.0017897484454148516,-0.004802816053064208,-0.01234661352198834
2018-01-08,0.008045114376977545,0.0006348942428978261,-0.003952147647992393
2018-01-09,0.012492947410742482,0.003768705078525416,-0.005094892522773048
2018-01-10,0.002102490628312351,-0.004217270009181456,0.00131519873971437
2018-01-11,0.005166364442706968,-0.0036283219865431617,0.0027098347621066503
2018-01-12,-0.0021129907382858586,-0.0005087622612566981,-0.004773271171031903
2018-01-15,0.002143602774508173,-0.0003224371563237824,0.013533117948944656
2018-01-16,0.00861679564609168,-0.0041677188945619115,0.008816192953501813
2018-01-17,0.0022843699057134978,-0.003664831541186778,-0.012488400517757431
2018-01-18,-0.003195824528125572,0.0007395181298104497,0.003997176514117647
2018-01-19,0.001819406928963376,-0.004304758017328651,-0.0013079657315951876
2018-01-22,0.008514988996189696,0.0027082460864910297,-9.43058327445854e-06
2018-01-23,0.0008365801180391071,0.0012598766894407682,-0.011670277897687549
2018-01-24,0.005638624054589001,0.0016261795042278816,-0.0025187636976467215
2018-01-25,,-0.0016590522131517673,0.0021858424585396506
2018-01-26,0.002771649215816934,0.002750785461037078,0.0033482795375967037
2018-01-29,0.005182608208410612,-0.0034571129083016574,0.000686490737859098
2018-01-30,0.010449877801253674,0.003278151321023947,0.009393163401761466
2018-01-31,-0.0011140585178900327,0.001119524551263553,0.006556402571698849
2018-02-01,0.006084698588625855,0.004172664606107234,0.004740220368992577
2018-02-02,-0.0032186518996439087,-0.007571795741214748,0.009654032915046917
2018-02-05,-0.007963716704771123,-0.00022630370439936362,-0.002167389995799336
2018-02-06,0.003685581592797239,-0.0005005925338044267,-0.012181806725310534
2018-02-07,-0.006490033570817782,-0.00116386975091413,0.00787726921097195
2018-02-08,0.009444240212692117,0.002234253838156276,4.326751186771425e-05
2018-02-09,-0.0016653034266024065,0.0018152386317277817,-0.004131548596611085
2018-02-12,-0.002878132475727708,-0.001879573928403958,0.005689902696460138
2018-02-13,0.004088997136084486,-0.0044029639675026095,-0.0011164841010450311
2018-02-14,-0.0031564500645224133,0.000314723850336212,0.0007460292806643286
2018-02-15,0.005590891520402383,-0.001300330978168688,-0.007582911888017728
2018-02-16,0.0053597473086381495,-0.0006077958986702808,-0.0034727658831076222
2018-02-19,-0.007712015094128437,0.0008979794047236441,0.010228885353102285
2018-02-20,-0.002393945561772315,-0.005341751716431296,-0.0012666849532977768
2018-02-21,0.0008672169317941857,0.00728814249999529,0.0008040085789802894
2018-02-22,0.0015156524262189214,-0.00012676416851739727,0.002699164450745133
2018-02-23,0.009355474796823107,0.001532014757157876,0.011263025600606252
2018-02-26,-0.005192981631385367,0.004721466063967908,-0.007998212211757415
2018-02-27,0.013096146526131289,0.005579155304484637,0.008794678279538799
2018-02-28,0.011215624555115685,-0.000273780365381405,0.00024095952907215355
2018-03-01,0.00859638982656867,-4.9763983238549245e-05,-0.007432649052164604
2018-03-02,0.009473884929917468,-0.0032924599007805064,0.006734992873426297
2018-03-05,-0.013181160850902547,0.00018282780651873503,-0.009992704045082058
2018-03-06,-0.004923292598734159,0.0012953781312086742,-0.010095257973625123
2018-03-07,-0.008929719636490297,0.0014952904714645326,-0.014108719736564862
2018-03-08,-0.004156319272882144,-0.0033375547184821895,0.003955820235822094
2018-03-09,0.012105152134474334,9.416073335625637e-05,0.00800394208631318
2018-03-12,-0.003018985483450829,-0.0017189423999865695,0.0013827257880097293
2018-03-13,-0.0027310873189002353,-0.0018320151242721136,0.0011210064302325296
2018-03-14,-0.01915105018266178,-0.002137288789937616,-0.00353018269704541
2018-03-15,-0.0038484709231120127,0.002830247600901729,-0.00795973382635683
2018-03-16,-0.00905133087734469,0.0036818201997225112,-0.008773347871673127
2018-03-19,-0.0051769749340036236,0.005931186978526237,0.0038503348225125827
2018-03-20,0.004174503214006147,-0.002672637373134224,-0.0035624481478631273
2018-03-21,0.008490160855239714,0.0005537348140485903,0.002608845664350141
2018-03-22,-0.00419599084132777,0.0003303117757933799,0.004246070050326869
2018-03-23,-0.012824954870439338,0.009022433080713486,-0.006331333951098581
2018-03-26,-0.0041339163267621855,-0.0026239578910538168,-0.007249448315748039
2018-03-27,-0.0037954900894697037,0.002507750551412748,-0.0028011782344237648
2018-03-28,-0.004311197280745192,-0.0020624245187722623,-0.0019483688784766979
2018-03-29,0.01620713651859321,0.0015916817048363832,0.0028473910858525468
2018-03-30,0.0009492948688547553,0.0007371773348241676,-0.008090199034117732
2018-04-02,-0.001511798097545961,0.0007978095643223647,-0.0064972416842787985
2018-04-03,0.0022801656309303217,0.0011743219031193739,-0.006910606882516769
2018-04-04,-0.0073390547694655184,0.0035664591587995886,0.004864190918455254
2018-04-05,0.015875427031701,0.0006798018114238918,-0.0006311342384357447
2018-04-06,-0.0051464820281105885,0.011716820321816052,0.0017518170625173898
2018-04-09,-0.007569631737286293,0.00328177143038117,0.005141205846404473
2018-04-10,-0.0052364385725282665,0.0027509233988169926,-0.003946335663128671
2018-04-11,0.008270397284849464,-0.0018368098090741673,0.0014412247019564687
2018-04-12,-0.005863368413180337,-0.005285088641935354,0.013832801815051372
2018-04-13,-0.0029760977852776697,-0.0008388590468018427,-0.012005818919036255
2018-04-16,-0.010659331533528806,-0.002326520804204723,-0.003286454158496776
2018-04-17,0.005673356161373081,-0.0025063201604026016,0.006780132588044931
2018-04-18,-0.0020277649794014875,-0.0016613686783405676,-0.00032018859674052874
2018-04-19,-0.02236249057535297,-0.004389513257144663,-0.003583094174065326
2018-04-20,7.088775422785275e-05,0.0027112733425804347,-0.004413553844561598
2018-04-23,0.008373900719673963,0.0010481199283246254,0.002308911461483595
2018-04-24,-0.0055997810180851955,-0.00031332191742270484,-0.01012617776455886
2018-04-25,0.006670144373271935,0.004941460618441423,-0.001992731740940951
2018-04-26,-0.0007478803150658356,0.0030424496753142785,-0.008806083312048496
2018-04-27,-0.022925940492626213,-0.0029207515023336643,-0.0010610529552784102
2018-04-30,0.0021457177979442533,-0.0022803494157612866,0.009532528136887175
2018-05-01,-0.005880481382912063,-0.002308261278183274,0.003286715998541283
2018-05-02,0.0077435879596658135,-0.0029673207405991986,-0.019299148611893756
2018-05-03,0.00576830964376029,0.004694697458338236,-0.006382364110833694
2018-05-04,0.015236965319987398,-0.000474453002367174,0.0025470338907163785
2018-05-07,-0.010437235712826159,0.004448586358708753,-0.013479965110440102
2018-05-08,0.002416019051479575,0.0014490553257736206,-0.0057577767130295564
2018-05-09,-0.0003255641794117034,0.0004309906166250234,-0.004130903365006229
2018-05-10,0.003931740910928261,0.0017812268964588719,0.002276245204765138
2018-05-11,-0.012107311659350981,0.007383874264680983,-0.01272870054322959
2018-05-14,0.01978582756114281,0.0005191039326397774,0.006148654725014825
2018-05-15,-0.0011258678947090118,-0.0003276054356997336,-0.004570490922976537
2018-05-16,0.006543952659426729,0.0022510930561319316,-0.0015961298930099105
2018-05-17,-0.0015176011577316803,0.0029625538042906013,-0.005196501537478324
2018-05-18,-0.00435358985609217,0.0021542567104788943,0.004088684722028217
2018-05-21,0.00974132619989508,0.0017283006788745565,-0.00024906728038454355
2018-05-22,-0.005590409252398429,0.0008495705084741694,-0.0020564960152026322
2018-05-23,-0.010785622064065479,0.0025456862857822313,-0.007826129098045729
2018-05-24,0.0029424107552819593,0.0031772477228972813,-0.00034646055449965955
2018-05-25,-0.009290886515798005,0.004476316342179911,0.0023188937363216445
2018-05-28,-0.0014426547457555556,-0.0007869975161937052,0.0042416889931198316
2018-05-29,-0.002563440660330443,0.0005984011253786233,-0.0017179313738189387
2018-05-30,-0.003356543587054878,0.006608995732323966,-0.006718994730020458
2018-05-31,0.012963800519692563,0.0028057609920522663,-0.003569218714457874
2018-06-01,-0.008670591240564995,0.002471326380379005,0.0012489166119482604
2018-06-04,0.002383360384472015,0.00030493108822590817,-0.00519129065381718
2018-06-05,0.004762803563150604,-0.0007718287415528704,0.008472496504224915
2018-06-06,0.009128490527399355,0.0007548900062820486,0.001166299467643362
2018-06-07,0.00763223106778677,0.0004293787007713579,-0.002795925396848132
2018-06-08,-0.0010727988345834115,-0.0011195420474865974,-0.003758318837474133
2018-06-11,0.0009319372170487903,-0.0038763516459815405,-0.009473322525802758
2018-06-12,0.007830911582060104,0.0005288101768300318,0.0014397455304748475
2018-06-13,-0.015991187636716985,0.0006231890722587886,0.00022429993847357328
2018-06-14,0.0026614324984397973,2.3518863249597985e-05,-0.005811305755466644
2018-06-15,0.002268063439274958,-0.0025089015128463735,0.0031175995812433555
2018-06-18,,0.00014258243817640703,0.007666056116611707
2018-06-19,-0.005192115322632645,-0.0007993711442620581,0.002953175590364543
2018-06-20,-0.0018969283473982928,0.0005351052380256584,-0.0005023727338648221
2018-06-21,0.007879567573659816,0.001042014954627505,0.003084229706738441
2018-06-22,-0.015563155113712411,0.007374144343037895,0.0010621765812281073
2018-06-25,0.005925336376230845,0.00013355669821640354,0.00818470214238822
2018-06-26,-0.01946371120988326,-0.0009053933008600567,-0.012415245855895353
2018-06-27,0.0106724663917304,-0.00185761825243444,-0.01060673580863459
2018-06-28,0.0074426400301560594,0.000595447871934416,0.003789418537996735
2018-06-29,-0.020178860354831376,-0.0003285912522631419,-0.000641303847914544
2018-07-02,0.007763116771711201,-0.004355519371173098,0.006248568776148945
2018-07-03,-0.020221088847418255,-4.105276625617067e-05,0.0009097825273942527
2018-07-04,0.014055669240849396,-0.0013631406485126128,0.014396909336913217
2018-07-05,-0.008421369641795963,-0.0008440656572140308,-0.013833392233922279
2018-07-06,6.642548060631825e-05,-0.0012125397259069946,0.0004397177466740163
2018-07-09,-0.003483323939804651,8.812826023644189e-05,-0.00846021993835629
2018-07-10,-0.0018652750281987155,0.0022666315156849204,0.00293932695275931
2018-07-11,0.014838226023765692,0.0030734020086802196,-0.005086061592502643
2018-07-12,-0.001039507290749563,0.004851417574379298,-0.00540825733513448
2018-07-13,-0.003380238992968592,0.00038591586915609504,0.006947303126236811
2018-07-16,-0.023671312268725642,0.000761370687506972,0.0036109493465965848
2018-07-17,-0.010340520179038002,0.0047567800270696325,0.000791853612887324
2018-07-18,0.008414510693249997,0.0025598545874437537,0.007799213304483844
2018-07-19,0.01967226463339105,-0.007047882023361475,-0.000936287007437116
2018-07-20,0.0016375101143608019,0.004321999433463374,0.005581586434588241
2018-07-23,-0.004209330699964445,-0.0038718805799752743,0.009730518095668642
2018-07-24,0.017113023935455027,8.82418875225888e-05,0.005849218982060896
2018-07-25,0.005097080789335983,-0.00020238730317410935,-0.012222520879714526
2018-07-26,0.011640431026149908,0.0003098601934028409,0.008847567703648977
2018-07-27,0.01040057488919098,-0.003629324725263264,0.00031269138171111414
2018-07-30,-0.0013402736763182639,-0.0028158916932865307,0.006150500966063444
2018-07-31,-0.003607960519847432,-0.0018885865971687988,-0.004825705143887213
2018-08-01,0.003496038466549194,-0.0016007495818332563,-0.005733218649923074
2018-08-02,0.007726078408099788,-0.0005758431926196786,0.01630465556930042
2018-08-03,0.006643658095202942,-0.0006926073009502526,0.003939938077594398
2018-08-06,0.0012566380738138804,0.0021745110937508305,0.004741232850540101
2018-08-07,0.006679872178518236,-0.001063477944608008,-0.001449448054733918
2018-08-08,0.026302392690979583,0.002550290207351948,-0.0008446948634984068
2018-08-09,-0.01510952863828247,0.0028798260391407365,-0.007033961708925979
2018-08-10,-0.009230288200700442,0.003611865988604127,0.017839268500891205
2018-08-13,0.003338846024354105,-0.004693428768907224,-0.0052394354612302916
2018-08-14,-0.0002953078243578883,-0.003931989216551635,-0.0051812192228280814
2018-08-15,0.009261934566516826,0.004593937846448545,-0.003992174974248425
2018-08-16,-0.00802284894830497,0.005016179170562746,-0.002846954134817259
2018-08-17,0.0016887609914231782,0.004598522584166215,-0.005201132524371048
2018-08-20,-0.0027387094449518195,-0.00010777811071314905,-0.00798509895551853
2018-08-21,0.012016330684812353,0.002212569539172567,-0.00506149966410566
2018-08-22,-0.01519409969901443,0.003005156437268211,-0.01492836535397707
2018-08-23,0.007602971858024939,-0.0020709083935122837,-0.0005100775841646521
2018-08-24,0.04239116215084693,-0.002905661305226628,0.003469449936600171
2018-08-27,-0.0022728842286287116,-0.00041927464490545654,-0.0010654940282864211
2018-08-28,0.010545605084269563,0.0016994912282915584,-7.409794387943039e-05
2018-08-29,-0.002446004063120134,0.0007148053272039188,-0.007473099810387833
2018-08-30,-0.0033073637401504264,0.002173805065036093,-0.012517210526996378
2018-08-31,0.005390297042894847,-0.0025684934283519735,0.005933069386132709
2018-09-03,0.021460626632503917,-0.0009772938187132068,-0.003343946742478553
2018-09-04,-0.00015512406196023618,0.0021322358303707566,-0.006152816151933105
2018-09-05,0.01644284830877913,-0.004549743754728191,0.005544216477369428
2018-09-06,0.00640494249609907,-0.002850535215033735,0.0027181924722208916
2018-09-07,0.0017627489027577186,-0.0018339262325439492,0.007611610039563519
2018-09-10,-0.005305654029436517,0.002195510454539618,-0.009541792804005985
2018-09-11,-0.008538312231051164,-0.0012945625139216589,-0.019875600259752896
2018-09-12,-0.004824251496431628,0.0015680785719849367,-0.0030289268489802753
2018-09-13,0.005978471573983098,-0.0007568613191983722,0.0028300341644457673
2018-09-14,-0.011589507103676806,0.001867851839856301,-0.002325944289219505
2018-09-17,0.005302348904481343,-0.0014443321270402438,-0.0013393731856200543
2018-09-18,-0.0025828038274095543,0.0012063138872886617,-0.0037154704999612163
2018-09-19,-0.021906080550838203,0.0005372037948508105,-0.0018045471717151457
2018-09-20,-0.010899511111253491,-0.005065496860080281,-0.00659958376926474
2018-09-21,0.014141940212567101,-0.0016177433210127319,-0.007631485792974803
2018-09-24,-0.003465426454226421,0.0010847190979950973,0.010316549732184325
2018-09-25,0.0002410116816960468,-0.006505739964136827,0.005863263324719552
2018-09-26,-0.003938762427716091,-0.004060633302377247,0.003960025536615088
2018-09-27,-0.011672058862338488,-0.00034962174766602224,-0.001776866113233693
2018-09-28,-0.010778747962449257,0.0010753658813436053,0.011759253346322529
2018-10-01,-0.0012755524439081129,-0.00222496062062928,-0.0035037618516754886
2018-10-02,-0.005929879942319756,0.0008541887810964222,-0.007891670573919235
2018-10-03,0.003979970861270964,0.0007624344752720902,0.004795267493937359
2018-10-04,-0.008765176485061674,-3.2027344050476134e-06,-0.006539626206432286
2018-10-05,0.01088506273564192,0.0005473881029767421,0.0009557388740217524
2018-10-08,-0.004928076186955912,0.0031390380478213513,-0.007988113120212114
2018-10-09,-0.013493931221663556,0.006496808237038113,-0.00192843003964125
2018-10-10,0.010239788227053959,-0.0056303589502049054,-0.004741061603840374
2018-10-11,-0.01573258388128474,0.0009402558270451211,-0.001074190064585919
2018-10-12,0.00045039216370129816,0.007429708507943451,-0.007457126078841582
2018-10-15,-0.0010694326326309135,0.0023100687950929227,0.0004537670478055902
2018-10-16,-0.005021947383180232,-0.001889648957359212,-0.00017372502499312533
2018-10-17,-0.008152066717502834,0.0043676749471203945,0.010037097226800277
2018-10-18,-0.014313659238108045,-0.001738368794434806,-0.008534773567301947
2018-10-19,0.0016016385443404424,0.0032173651379429503,0.0010430258869731977
2018-10-22,0.013464329641166044,-0.001474827364599888,0.015386833213616218
2018-10-23,0.006370827498318128,-0.005034723477164816,-0.004538566071646979
2018-10-24,-0.008123011085663242,-0.003124227094032422,-0.0023138260132768546
2018-10-25,0.013966618433879668,0.004116141013147337,0.002797420326810957
2018-10-26,0.006056898956339769,-0.0008062264071858146,-0.00801703033343474
2018-10-29,0.008813993288052949,-0.00026647347881018994,-0.015195516201611456
2018-10-30,0.0013702497245738493,0.005361256869308886,0.005338136224055757
2018-10-31,-0.010307361913783947,-0.00238886356500874,-0.0054393250780088755
2018-11-01,-0.02494035756068599,0.0018554734714000228,-0.008448946116738638
2018-11-02,7.912563749253197e-05,-0.0003364294632088414,0.0014765737758104841
2018-11-05,0.007081363285865631,-0.00038320250944391204,-0.0011084449012928764
2018-11-06,0.007171894366927423,4.246470860766636e-05,-0.0022121630824801955
2018-11-07,-0.0009536318617459076,-0.007809695823582424,0.010051746244541039
2018-11-08,-0.013430710484726079,-0.0052257890145973405,0.0038089898851816706
2018-11-09,0.004200700656020276,-0.0042489585220030195,-0.000935288064498904
2018-11-12,0.010617492504155815,0.004696742515806214,-0.003704809184440162
2018-11-13,-0.011466731992764422,0.0028464862786840234,0.004674682311430501
2018-11-14,0.012546141776237744,0.0007743331316950782,0.0010022175992162507
2018-11-15,0.01063440065416059,-0.0014101839364124278,0.008785926772629645
2018-11-16,0.002491844246971359,0.0011566906009743507,0.0058479565599607675
2018-11-19,0.0011099529908125778,-0.0032914888132926107,0.00842674989426777
2018-11-20,-0.0070554952733256565,-0.00038945272863119437,0.0016204468719214656
2018-11-21,1.4878837368785384e-06,0.003008054832212504,-0.008470464458876547
2018-11-22,0.003427845483600582,0.0030402503732731368,-0.002258937409150447
2018-11-23,0.009957724573983417,-0.004936040681712902,-0.005963905504727531
2018-11-26,-0.002517997354928618,0.005624278014195156,-0.009578666103452536
