date,ret_equity,ret_bond,regime,roll_corr_20,roll_corr_60,eq_mom_5,bd_mom_5,eq_z_20,bd_z_20,eq_vol_20,bd_vol_20,y_regress_next_ret,y_class_up
2016-03-24,-0.01843384228913977,0.0069871873088632585,1,-0.5166719824767458,-0.3715243248825169,0.019785013183100476,0.01134984456917148,-1.2700728942483603,1.216084894015033,0.015245641114695088,0.005454481018862645,-0.013728770998945544,0
2016-03-25,-0.013728770998945544,-0.0030109059315107647,1,-0.47715916831350097,-0.3590914545640982,-0.026909649136020786,0.012845351599255431,-0.8835397146799141,-0.5702390116239514,0.015563975752938906,0.0054962600495309785,-0.02449448840473691,0
2016-03-28,-0.02449448840473691,-0.004291581008397968,1,-0.39580073621212314,-0.3165850897974737,-0.052663296291510564,-0.005335970578808311,-1.5823088722638117,-0.7457892149186122,0.015513484028517805,0.00558085751949983,-0.007892873902937811,0
2016-03-29,-0.007892873902937811,0.013621669873217312,1,-0.3748161382579095,-0.3260656726100976,-0.06445339908392006,0.006923168179436497,-0.44975145452426285,2.0509793435165293,0.015260669797954077,0.006262379262967154,0.016789422476224506,1
2016-03-30,0.016789422476224506,-0.005304452207902775,1,-0.39184084109918016,-0.3047136475997061,-0.04776055311953552,0.00800191803426906,1.0549079474518215,-0.8833961015490648,0.015389561156781422,0.006351697142158898,-0.0016770414219418,0
2016-03-31,-0.0016770414219418,-0.0023951760880049516,1,-0.3997314390233571,-0.30696305596410545,-0.031003752252337546,-0.0013804453625991492,-0.10882932223722476,-0.3917051802750718,0.015240306530292356,0.006369883231941446,0.02678702586680825,1
2016-04-01,0.02678702586680825,-0.003116315097465552,1,-0.41491737576053705,-0.3089941972150309,0.009512044613416246,-0.0014858545285539363,1.553715539123774,-0.4428132786680291,0.016374101436810437,0.00626486045913757,0.018802762264500627,1
2016-04-04,0.018802762264500627,0.0002675068287509639,1,-0.3890714256293328,-0.3249841590049525,0.05280929528265378,0.0030732333085949958,1.0268307234116287,0.06919183877375297,0.016672581333010496,0.006226644593008159,0.01719864355930837,1
2016-04-05,0.01719864355930837,0.0065452202294803115,1,-0.3250187979399209,-0.278724158671141,0.07790081274489996,-0.004003216335142004,0.8790392764423389,0.9823998162373377,0.017010517678832063,0.006045136613506582,0.013455780145178524,1
2016-04-06,0.013455780145178524,-0.0034689459175908095,1,-0.3351153342979483,-0.2850095226960664,0.07456717041385398,-0.00216771004483004,0.6028762038982851,-0.6211551513604006,0.017110952005432563,0.0060977027532135315,-0.01435625840633786,0
